@relation		textmining-train

@attribute		description		string
@attribute		isBug			{0, 1}


@data
"TransactionSynchronizer failures JBJCA1070 was too optimistic in its implementation",1
"TransactionSynchronizer failures JBJCA1070 was too optimistic in its implementation",1
"Bean validation needs to be added to the validator scripts The validationapijar and hibernatevalidatorjar files needs to be added to the validator scripts sh  bat",1
"Need to update groovyalljar references in some IDE support files r2441 upgraded to the latest version of groovyalljar There are a few files mainly IDE support files that need this value updated",1
"PreparedStatement cache constraints not maintained The PreparedStatement cache doesnt maintain its constraint on the number of cached entries",1
"Sometimes log4jproperties will not get overwritten with new log4jdevelopmentproperties When you change the log4jdevelopmentproperties it doesnt always copy it over webappWEBINFlog4jproperties when you runapp or testapp",1
"Memory leak if hashCode of Transaction isnt stable Happens in TransactionSynchronizer",1
"Archive validation should fail in all cases for WARN Archive validation should fail if failonwarn is true for both WARNs and ERRORs",1
"XAResource should have its timeout value resetted Once the connection is returned to the pool",1
"WrappedConnection errors calling Managed Connection and fails to call checkedException Without the proper call to checkedException the ExceptionSorter will not handle invalid connections correctly",1
"XAResourceRecoveryImpl needs ERROR logging for XAResource exceptions Failures to properly enable XA Recovery are only being noted at the DEBUG level of logging",1
"New controllers arent recognized without a server restart Restarting the server fixes the problem",1
"Reimplement Spring Web Flow integration The Spring Web Flow integration in Grails is outdated Needs to be reimplemented",0
"SemaphoreArrayListManagedConnectionPool should FIFO Currently behaving in FILO manner",1
"Generate domain classes from existing tables Add ability to generate domain classes from existing database tables",0
"Apparent regression  grails createcontroller does not create views folder with new build system Grails 031 when running grails createcontroller with name Book creates the folder grailsappviewsbook but Grails 04s new build system does not",1
"unable to deploy war file in websphere 60: NoClassDefFoundError: JavascriptTagLib$18 Deploying a war that works in tomcat 50 Webshere generates and error saying that the spring framework can find the class JavascriptTagLib$18",1
"Make grails scripts more robust ie dont execute them if not in the prj dir of a grails app Currently createXXXX or runapp will create files relative to the current directory even if youre not in the project root",0
"grails createservice creates incorrectly named test source file Previously unit tests for service classes would be called XXXServicegroovy but now they are XXXgroovy",1
"Community Schema Support Creating new feature to mirror GEOS552",0
"Guard against lock changes In BaseManagedConnection::cleanup guard against changes in the lock ownership changes",1
"Inject Services into BootStrap classes Add dependency injection into BootStrap classes",0
"findById should be doing auto type conversion findById on a domain class should be doing auto type conversion so that BookfindByIdparamsid would work",1
